gene_id	GO	description
gene=polB	GO:0000166	nucleotide binding
gene=polB	GO:0003887	DNA-directed DNA polymerase activity
protein=N-glycosidase	GO:0008152	metabolic process
protein=N-glycosidase	GO:0016798	hydrolase activity, acting on glycosyl bonds
gene=tal_2	GO:0005975	carbohydrate metabolic process
gene=tal_2	GO:0005737	cytoplasm
gene=tal_2	GO:0004801	transaldolase activity
gene=tal_2	GO:0016832	aldehyde-lyase activity
gene=tal_2	GO:0006098	pentose-phosphate shunt
gene=rebH_1	GO:0016491	oxidoreductase activity
gene=rebH_1	GO:0000166	nucleotide binding
gene=polX	GO:0006260	DNA replication
gene=polX	GO:0003677	DNA binding
gene=polX	GO:0016829	lyase activity
gene=polX	GO:0006281	DNA repair
gene=polX	GO:0003887	DNA-directed DNA polymerase activity
gene=dut	GO:0000287	magnesium ion binding
gene=dut	GO:0006226	dUMP biosynthetic process
gene=dut	GO:0046081	dUTP catabolic process
gene=dut	GO:0004170	dUTP diphosphatase activity
gene=rpoC	GO:0000287	magnesium ion binding
gene=rpoC	GO:0006351	transcription, DNA-templated
gene=rpoC	GO:0003899	DNA-directed 5'-3' RNA polymerase activity
gene=rpoC	GO:0003677	DNA binding
gene=rpoC	GO:0008270	zinc ion binding
gene=hhaIM	GO:0003886	DNA (cytosine-5-)-methyltransferase activity
gene=hhaIM	GO:0009307	DNA restriction-modification system
gene=hhaIM	GO:0008168	methyltransferase activity
gene=hhaIM	GO:0032776	DNA methylation on cytosine
gene=glnH	GO:0006865	amino acid transport
gene=glnH	GO:0015276	ligand-gated ion channel activity
gene=glnH	GO:0016020	membrane
gene=glnH	GO:0030288	outer membrane-bounded periplasmic space
gene=dnaE_3	GO:0008408	3'-5' exonuclease activity
gene=dnaE_3	GO:0006260	DNA replication
gene=dnaE_3	GO:0003887	DNA-directed DNA polymerase activity
gene=dnaE_3	GO:0005737	cytoplasm
gene=purH_1	GO:0003937	IMP cyclohydrolase activity
gene=purH_1	GO:0006189	'de novo' IMP biosynthetic process
gene=purH_1	GO:0004643	phosphoribosylaminoimidazolecarboxamide formyltransferase activity
gene=tam	GO:0005654	nucleoplasm
gene=tam	GO:0005730	nucleolus
gene=tam	GO:0046982	protein heterodimerization activity
gene=tam	GO:2000234	positive regulation of rRNA processing
gene=tam	GO:0006325	chromatin organization
gene=tam	GO:0048471	perinuclear region of cytoplasm
gene=tam	GO:0070476	rRNA (guanine-N7)-methylation
gene=tam	GO:0016435	rRNA (guanine) methyltransferase activity
gene=ppdK	GO:0046872	metal ion binding
gene=ppdK	GO:0050242	pyruvate, phosphate dikinase activity
gene=ppdK	GO:0015979	photosynthesis
gene=ppdK	GO:0016301	kinase activity
gene=ppdK	GO:0006090	pyruvate metabolic process
gene=ppdK	GO:0009507	chloroplast
gene=ppdK	GO:0005524	ATP binding
gene=nei	GO:0016799	hydrolase activity, hydrolyzing N-glycosyl compounds
gene=nei	GO:0006284	base-excision repair
gene=nei	GO:0003684	damaged DNA binding
gene=nei	GO:0003906	DNA-(apurinic or apyrimidinic site) endonuclease activity
gene=nei	GO:0008270	zinc ion binding
gene=whiB1	GO:0046872	metal ion binding
gene=whiB1	GO:0005737	cytoplasm
gene=whiB1	GO:0051539	4 iron, 4 sulfur cluster binding
gene=whiB1	GO:0003677	DNA binding
gene=whiB1	GO:0035731	dinitrosyl-iron complex binding
gene=whiB1	GO:0006355	regulation of transcription, DNA-templated
gene=uvrC	GO:0046872	metal ion binding
gene=uvrC	GO:0039657	suppression by virus of host gene expression
gene=uvrC	GO:0099015	degradation of host chromosome by virus
gene=uvrC	GO:0004519	endonuclease activity
gene=uvrC	GO:0003677	DNA binding
gene=gyrA_2	GO:0003918	DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity
gene=gyrA_2	GO:0006261	DNA-templated DNA replication
gene=gyrA_2	GO:0005694	chromosome
gene=gyrA_2	GO:0005737	cytoplasm
gene=gyrA_2	GO:0006265	DNA topological change
gene=gyrA_2	GO:0003677	DNA binding
gene=gyrA_2	GO:0005524	ATP binding
gene=ecoRIIR	GO:0009036	type II site-specific deoxyribonuclease activity
gene=ecoRIIR	GO:0009307	DNA restriction-modification system
gene=ecoRIIR	GO:0003677	DNA binding
gene=zot	GO:0016021	integral component of membrane
gene=zot	GO:0005524	ATP binding
gene=zot	GO:0099045	viral extrusion
gene=zot	GO:0033644	host cell membrane
gene=dnaX_3	GO:0016887	ATP hydrolysis activity
gene=dnaX_3	GO:0005524	ATP binding
gene=dnaX_3	GO:0006260	DNA replication
gene=dnaX_3	GO:0003677	DNA binding
gene=lss_1	GO:0016021	integral component of membrane
gene=lss_1	GO:0046872	metal ion binding
gene=lss_1	GO:0004222	metalloendopeptidase activity
gene=lss_1	GO:0042834	peptidoglycan binding
gene=lss_1	GO:0005886	plasma membrane
gene=lss_1	GO:0000920	septum digestion after cytokinesis
gene=topA_1	GO:0046872	metal ion binding
gene=topA_1	GO:0003917	DNA topoisomerase type I (single strand cut, ATP-independent) activity
gene=topA_1	GO:0005694	chromosome
gene=topA_1	GO:0006265	DNA topological change
gene=topA_1	GO:0003677	DNA binding
gene=aplIR	GO:0000287	magnesium ion binding
gene=aplIR	GO:0009036	type II site-specific deoxyribonuclease activity
gene=aplIR	GO:0009307	DNA restriction-modification system
gene=aplIR	GO:0003677	DNA binding
gene=helY	GO:0055087	Ski complex
gene=helY	GO:0003723	RNA binding
gene=helY	GO:0005730	nucleolus
gene=helY	GO:0006401	RNA catabolic process
gene=helY	GO:0016787	hydrolase activity
gene=helY	GO:0003724	RNA helicase activity
gene=helY	GO:0030968	endoplasmic reticulum unfolded protein response
gene=helY	GO:0070478	nuclear-transcribed mRNA catabolic process, 3'-5' exonucleolytic nonsense-mediated decay
gene=helY	GO:0005829	cytosol
gene=helY	GO:0070481	nuclear-transcribed mRNA catabolic process, non-stop decay
gene=helY	GO:0005524	ATP binding
gene=mpa	GO:0016021	integral component of membrane
gene=mpa	GO:0005524	ATP binding
gene=mpa	GO:0016887	ATP hydrolysis activity
gene=mpa	GO:0033644	host cell membrane
gene=ydaD	GO:0051287	NAD binding
gene=ydaD	GO:0050661	NADP binding
gene=ydaD	GO:0030497	fatty acid elongation
gene=ydaD	GO:0004316	3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity
gene=nrdD_2	GO:0032564	dATP binding
gene=nrdD_2	GO:0032567	dGTP binding
gene=nrdD_2	GO:0009265	2'-deoxyribonucleotide biosynthetic process
gene=nrdD_2	GO:0051065	CTP reductase activity
gene=nrdD_2	GO:0006260	DNA replication
gene=nrdD_2	GO:0008998	ribonucleoside-triphosphate reductase activity
gene=nrdD_2	GO:0031250	anaerobic ribonucleoside-triphosphate reductase complex
gene=nrdD_2	GO:0015949	nucleobase-containing small molecule interconversion
gene=nrdD_2	GO:0005524	ATP binding
gene=nrdD_2	GO:0032556	pyrimidine deoxyribonucleotide binding
gene=nrdD_2	GO:0008270	zinc ion binding
gene=capA	GO:0016021	integral component of membrane
gene=capA	GO:0045227	capsule polysaccharide biosynthetic process
gene=capA	GO:0005886	plasma membrane
gene=dinB	GO:0046872	metal ion binding
gene=dinB	GO:0009432	SOS response
gene=dinB	GO:0003684	damaged DNA binding
gene=dinB	GO:0042276	error-prone translesion synthesis
gene=dinB	GO:0003887	DNA-directed DNA polymerase activity
gene=clpC1	GO:0016887	ATP hydrolysis activity
gene=clpC1	GO:0005524	ATP binding
gene=sftA	GO:0016021	integral component of membrane
gene=sftA	GO:0005886	plasma membrane
gene=sftA	GO:0007059	chromosome segregation
gene=sftA	GO:0003677	DNA binding
gene=sftA	GO:0007049	cell cycle
gene=sftA	GO:0005524	ATP binding
gene=sftA	GO:0051301	cell division
gene=mycP1	GO:0016021	integral component of membrane
gene=mycP1	GO:0051046	regulation of secretion
gene=mycP1	GO:0004252	serine-type endopeptidase activity
gene=mycP1	GO:0016485	protein processing
gene=mycP1	GO:0005886	plasma membrane
gene=mycP1	GO:0016020	membrane
gene=mycP1	GO:0009986	cell surface
gene=mycP1	GO:0006508	proteolysis
protein=S-(hydroxymethyl)mycothiol	GO:0006069	ethanol oxidation
protein=S-(hydroxymethyl)mycothiol	GO:0004745	NAD-retinol dehydrogenase activity
protein=S-(hydroxymethyl)mycothiol	GO:0004022	alcohol dehydrogenase (NAD+) activity
protein=S-(hydroxymethyl)mycothiol	GO:0005737	cytoplasm
protein=S-(hydroxymethyl)mycothiol	GO:0042572	retinol metabolic process
protein=S-(hydroxymethyl)mycothiol	GO:0035276	ethanol binding
protein=S-(hydroxymethyl)mycothiol	GO:0004024	alcohol dehydrogenase activity, zinc-dependent
protein=S-(hydroxymethyl)mycothiol	GO:0010430	fatty acid omega-oxidation
protein=S-(hydroxymethyl)mycothiol	GO:0008270	zinc ion binding
gene=queT	GO:0016021	integral component of membrane
gene=queT	GO:0005886	plasma membrane
gene=aacA-aphD	GO:0046677	response to antibiotic
gene=aacA-aphD	GO:0005737	cytoplasm
gene=aacA-aphD	GO:0008080	N-acetyltransferase activity
gene=aacA-aphD	GO:0016301	kinase activity
gene=aacA-aphD	GO:0005524	ATP binding
gene=thyX	GO:0004799	thymidylate synthase activity
gene=thyX	GO:0050797	thymidylate synthase (FAD) activity
gene=thyX	GO:0006235	dTTP biosynthetic process
gene=thyX	GO:0070402	NADPH binding
gene=thyX	GO:0032259	methylation
gene=thyX	GO:0050660	flavin adenine dinucleotide binding
gene=thyX	GO:0006231	dTMP biosynthetic process
gene=pebA	GO:0050897	cobalt ion binding
gene=pebA	GO:0016636	oxidoreductase activity, acting on the CH-CH group of donors, iron-sulfur protein as acceptor
gene=pebA	GO:0010024	phytochromobilin biosynthetic process
gene=thyA	GO:0004799	thymidylate synthase activity
gene=thyA	GO:0006235	dTTP biosynthetic process
gene=thyA	GO:0005737	cytoplasm
gene=thyA	GO:0032259	methylation
gene=thyA	GO:0006231	dTMP biosynthetic process
gene=nadR	GO:0050262	ribosylnicotinamide kinase activity
gene=nadR	GO:0005886	plasma membrane
gene=nadR	GO:0005737	cytoplasm
gene=nadR	GO:0009435	NAD biosynthetic process
gene=nadR	GO:0000309	nicotinamide-nucleotide adenylyltransferase activity
gene=nadR	GO:0005524	ATP binding
gene=pphA	GO:0046872	metal ion binding
gene=lytC	GO:0008745	N-acetylmuramoyl-L-alanine amidase activity
gene=lytC	GO:0009253	peptidoglycan catabolic process
gene=cysH	GO:0003824	catalytic activity
gene=phxA	GO:0090729	toxin activity
gene=phxA	GO:0005576	extracellular region
gene=phxA	GO:0106274	NAD+-protein-arginine ADP-ribosyltransferase activity
gene=phxA	GO:0006471	protein ADP-ribosylation
gene=phxA	GO:0016779	nucleotidyltransferase activity
gene=phxA	GO:0000166	nucleotide binding
gene=glnII	GO:0005524	ATP binding
gene=glnII	GO:0004356	glutamate-ammonia ligase activity
gene=glnII	GO:0006542	glutamine biosynthetic process
gene=cpdA	GO:0016787	hydrolase activity
gene=pomZ	GO:0005524	ATP binding
gene=axe2	GO:0046555	acetylxylan esterase activity
gene=axe2	GO:0045493	xylan catabolic process
gene=axe2	GO:0005737	cytoplasm
gene=deoD	GO:0009116	nucleoside metabolic process
gene=deoD	GO:0003824	catalytic activity
gene=hss	GO:0016491	oxidoreductase activity
gene=hss	GO:0050514	homospermidine synthase (spermidine-specific) activity
gene=hss	GO:0047296	homospermidine synthase activity
gene=aroF	GO:0003849	3-deoxy-7-phosphoheptulonate synthase activity
gene=aroF	GO:0005737	cytoplasm
gene=aroF	GO:0042802	identical protein binding
gene=aroF	GO:0009423	chorismate biosynthetic process
gene=aroF	GO:0008652	cellular amino acid biosynthetic process
gene=aroF	GO:0009073	aromatic amino acid family biosynthetic process
gene=iraM	GO:0009267	cellular response to starvation
gene=iraM	GO:0005737	cytoplasm
gene=psaB	GO:0016021	integral component of membrane
gene=psaB	GO:0016168	chlorophyll binding
gene=psaB	GO:0015979	photosynthesis
gene=psaB	GO:0000287	magnesium ion binding
gene=psaB	GO:0031676	plasma membrane-derived thylakoid membrane
gene=psaB	GO:0009055	electron transfer activity
gene=psaB	GO:0051539	4 iron, 4 sulfur cluster binding
gene=psaB	GO:0009522	photosystem I
gene=psaB	GO:0018298	protein-chromophore linkage
gene=xerS	GO:0009037	tyrosine-based site-specific recombinase activity
gene=xerS	GO:0005737	cytoplasm
gene=xerS	GO:0007059	chromosome segregation
gene=xerS	GO:0006313	transposition, DNA-mediated
gene=xerS	GO:0007049	cell cycle
gene=xerS	GO:0003677	DNA binding
gene=xerS	GO:0051301	cell division
gene=uvrD	GO:0043138	3'-5' DNA helicase activity
gene=uvrD	GO:0000725	recombinational repair
gene=uvrD	GO:0033202	DNA helicase complex
gene=uvrD	GO:0016887	ATP hydrolysis activity
gene=uvrD	GO:0006268	DNA unwinding involved in DNA replication
gene=uvrD	GO:0003677	DNA binding
gene=uvrD	GO:0005829	cytosol
gene=uvrD	GO:0005524	ATP binding
gene=infB	GO:0046872	metal ion binding
gene=infB	GO:0003743	translation initiation factor activity
gene=infB	GO:0003924	GTPase activity
gene=infB	GO:0005737	cytoplasm
gene=infB	GO:0006446	regulation of translational initiation
gene=infB	GO:0005525	GTP binding
gene=spoVS	GO:0003676	nucleic acid binding
gene=spoVS	GO:0000917	division septum assembly
gene=spoVS	GO:0030435	sporulation resulting in formation of a cellular spore
gene=nrdI	GO:0006464	cellular protein modification process
gene=nrdI	GO:0010181	FMN binding
gene=nadR_2	GO:0050262	ribosylnicotinamide kinase activity
gene=nadR_2	GO:0005886	plasma membrane
gene=nadR_2	GO:0005737	cytoplasm
gene=nadR_2	GO:0009435	NAD biosynthetic process
gene=nadR_2	GO:0000309	nicotinamide-nucleotide adenylyltransferase activity
gene=nadR_2	GO:0003677	DNA binding
gene=nadR_2	GO:0005524	ATP binding
gene=def	GO:0046872	metal ion binding
gene=def	GO:0006412	translation
gene=def	GO:0042586	peptide deformylase activity
gene=def	GO:0043686	co-translational protein modification
gene=def	GO:0018206	peptidyl-methionine modification
gene=def	GO:0031365	N-terminal protein amino acid modification
gene=mrr	GO:0004519	endonuclease activity
gene=mrr	GO:0009307	DNA restriction-modification system
gene=mrr	GO:0003677	DNA binding
gene=rebM	GO:0016491	oxidoreductase activity
gene=rebM	GO:0016853	isomerase activity
gene=rebM	GO:0006633	fatty acid biosynthetic process
gene=rebM	GO:0031177	phosphopantetheine binding
gene=rebM	GO:0016874	ligase activity
gene=rebM	GO:0004315	3-oxoacyl-[acyl-carrier-protein] synthase activity
gene=rebM	GO:0032259	methylation
gene=rebM	GO:0008168	methyltransferase activity
gene=lytM	GO:0046872	metal ion binding
gene=lytM	GO:0005576	extracellular region
gene=lytM	GO:0071555	cell wall organization
gene=lytM	GO:0008237	metallopeptidase activity
gene=tal	GO:0005975	carbohydrate metabolic process
gene=tal	GO:0005737	cytoplasm
gene=tal	GO:0004801	transaldolase activity
gene=tal	GO:0016832	aldehyde-lyase activity
gene=tal	GO:0006098	pentose-phosphate shunt
gene=dbpA	GO:0004386	helicase activity
gene=dbpA	GO:0016887	ATP hydrolysis activity
gene=dbpA	GO:0003678	DNA helicase activity
gene=dbpA	GO:0003677	DNA binding
gene=dbpA	GO:0005524	ATP binding
gene=hupB	GO:0003677	DNA binding
gene=hupB	GO:0030261	chromosome condensation
gene=mec	GO:0046872	metal ion binding
gene=mec	GO:0098003	viral tail assembly
gene=mec	GO:0030430	host cell cytoplasm
gene=mec	GO:0008234	cysteine-type peptidase activity
gene=mec	GO:0008237	metallopeptidase activity
gene=ompX	GO:0016021	integral component of membrane
gene=ompX	GO:0020002	host cell plasma membrane
gene=ompX	GO:0044384	host outer membrane
gene=yihU	GO:0016616	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor
gene=yihU	GO:0051287	NAD binding
gene=yihU	GO:0050661	NADP binding
gene=yihU	GO:0061596	3-sulfolactaldehyde reductase activity
gene=yihU	GO:1902777	6-sulfoquinovose(1-) catabolic process
gene=hldE	GO:0016773	phosphotransferase activity, alcohol group as acceptor
gene=hldE	GO:0033785	heptose 7-phosphate kinase activity
gene=hldE	GO:0097171	ADP-L-glycero-beta-D-manno-heptose biosynthetic process
gene=hldE	GO:0033786	heptose-1-phosphate adenylyltransferase activity
gene=hldE	GO:0005524	ATP binding
gene=moaA2	GO:0046872	metal ion binding
gene=moaA2	GO:0061798	GTP 3',8'-cyclase activity
gene=moaA2	GO:1904047	S-adenosyl-L-methionine binding
gene=moaA2	GO:0019008	molybdopterin synthase complex
gene=moaA2	GO:0006777	Mo-molybdopterin cofactor biosynthetic process
gene=moaA2	GO:0051539	4 iron, 4 sulfur cluster binding
gene=moaA2	GO:0005525	GTP binding
gene=thiF	GO:0005524	ATP binding
gene=thiF	GO:0005634	nucleus
gene=thiF	GO:0004839	ubiquitin activating enzyme activity
gene=thiF	GO:0005737	cytoplasm
protein=Soluble	GO:0046872	metal ion binding
protein=Soluble	GO:0004460	L-lactate dehydrogenase (cytochrome) activity
protein=Soluble	GO:0070469	respirasome
protein=Soluble	GO:0006089	lactate metabolic process
protein=Soluble	GO:0005634	nucleus
protein=Soluble	GO:0005758	mitochondrial intermembrane space
protein=Soluble	GO:0005829	cytosol
protein=Soluble	GO:0020037	heme binding
protein=Soluble	GO:0005743	mitochondrial inner membrane
protein=Soluble	GO:0005739	mitochondrion
gene=bspRIM	GO:0003886	DNA (cytosine-5-)-methyltransferase activity
gene=bspRIM	GO:0009307	DNA restriction-modification system
gene=bspRIM	GO:0003677	DNA binding
gene=bspRIM	GO:0032776	DNA methylation on cytosine
gene=chp	GO:0005576	extracellular region
gene=grxA	GO:0004362	glutathione-disulfide reductase (NADPH) activity
gene=grxA	GO:0045454	cell redox homeostasis
gene=grxA	GO:0009055	electron transfer activity
gene=grxA	GO:0005737	cytoplasm
gene=grxA	GO:0097573	glutathione oxidoreductase activity
gene=sir2	GO:0070403	NAD+ binding
gene=sir2	GO:0016740	transferase activity
gene=sir2	GO:0036054	protein-malonyllysine demalonylase activity
gene=sir2	GO:0005737	cytoplasm
gene=sir2	GO:0036055	protein-succinyllysine desuccinylase activity
gene=sir2	GO:0034979	NAD-dependent protein deacetylase activity
gene=sir2	GO:0008270	zinc ion binding
protein=PKHD-type	GO:0031418	L-ascorbic acid binding
protein=PKHD-type	GO:0016706	2-oxoglutarate-dependent dioxygenase activity
protein=PKHD-type	GO:0005506	iron ion binding
gene=desA3	GO:0016021	integral component of membrane
gene=desA3	GO:0046872	metal ion binding
gene=desA3	GO:0030148	sphingolipid biosynthetic process
gene=desA3	GO:0005789	endoplasmic reticulum membrane
gene=desA3	GO:0070417	cellular response to cold
gene=desA3	GO:0016717	oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water
gene=desA3	GO:0006629	lipid metabolic process
gene=desA3	GO:0052631	sphingolipid delta-8 desaturase activity
gene=desA3	GO:0005783	endoplasmic reticulum
gene=dinB1	GO:0009432	SOS response
gene=dinB1	GO:0003684	damaged DNA binding
gene=dinB1	GO:0042276	error-prone translesion synthesis
gene=dinB1	GO:0003887	DNA-directed DNA polymerase activity
gene=outD	GO:0016021	integral component of membrane
gene=outD	GO:0009306	protein secretion
gene=outD	GO:0099045	viral extrusion
gene=outD	GO:0033644	host cell membrane
protein=GTP	GO:0016021	integral component of membrane
gene=stxA	GO:0090729	toxin activity
gene=stxA	GO:0098676	modulation of host virulence by virus
gene=stxA	GO:0030598	rRNA N-glycosylase activity
gene=stxA	GO:0005576	extracellular region
gene=stxA	GO:0017148	negative regulation of translation
gene=ugpQ	GO:0008081	phosphoric diester hydrolase activity
gene=ugpQ	GO:0006629	lipid metabolic process
gene=traI	GO:0000746	obsolete conjugation
gene=traI	GO:0005524	ATP binding
gene=ddrA	GO:0003677	DNA binding
gene=rpfA	GO:0016787	hydrolase activity
gene=nrdA_1	GO:0005971	ribonucleoside-diphosphate reductase complex
gene=nrdA_1	GO:0004748	ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor
gene=nrdA_1	GO:0009263	deoxyribonucleotide biosynthetic process
gene=nrdA_1	GO:0006260	DNA replication
gene=nrdA_1	GO:0005524	ATP binding
gene=whiB	GO:0046872	metal ion binding
gene=whiB	GO:0005737	cytoplasm
gene=whiB	GO:0045454	cell redox homeostasis
gene=whiB	GO:0030435	sporulation resulting in formation of a cellular spore
gene=whiB	GO:0051539	4 iron, 4 sulfur cluster binding
gene=whiB	GO:0003677	DNA binding
gene=whiB	GO:0035731	dinitrosyl-iron complex binding
gene=whiB	GO:0047134	protein-disulfide reductase (NAD(P)) activity
gene=whiB	GO:0045892	negative regulation of transcription, DNA-templated
gene=argD	GO:0019481	L-alanine catabolic process, by transamination
gene=argD	GO:0016223	beta-alanine-pyruvate transaminase activity
gene=argD	GO:0009436	glyoxylate catabolic process
gene=argD	GO:0030170	pyridoxal phosphate binding
gene=argD	GO:0008453	alanine-glyoxylate transaminase activity
gene=argD	GO:0019265	glycine biosynthetic process, by transamination of glyoxylate
gene=argD	GO:0047305	(R)-3-amino-2-methylpropionate-pyruvate transaminase activity
gene=argD	GO:0045429	positive regulation of nitric oxide biosynthetic process
gene=argD	GO:0005759	mitochondrial matrix
gene=argD	GO:0005739	mitochondrion
gene=ileS2	GO:0000049	tRNA binding
gene=ileS2	GO:0006428	isoleucyl-tRNA aminoacylation
gene=ileS2	GO:0004822	isoleucine-tRNA ligase activity
gene=ileS2	GO:0005829	cytosol
gene=ileS2	GO:0002161	aminoacyl-tRNA editing activity
gene=ileS2	GO:0005524	ATP binding
gene=dnaK_2	GO:0062040	fungal biofilm matrix
gene=dnaK_2	GO:0051085	chaperone cofactor-dependent protein refolding
gene=dnaK_2	GO:0031072	heat shock protein binding
gene=dnaK_2	GO:0005737	cytoplasm
gene=dnaK_2	GO:0005576	extracellular region
gene=dnaK_2	GO:0005524	ATP binding
gene=dnaK_2	GO:0009986	cell surface
gene=dnaK_2	GO:0044183	protein folding chaperone
gene=dnaK_2	GO:0009277	fungal-type cell wall
gene=dnaK_2	GO:0051787	misfolded protein binding
gene=dnaK_2	GO:0009636	response to toxic substance
gene=dnaK_2	GO:0034620	cellular response to unfolded protein
gene=dnaK_2	GO:0006616	SRP-dependent cotranslational protein targeting to membrane, translocation
gene=dnaK_2	GO:0016192	vesicle-mediated transport
gene=dnaK_2	GO:0030446	hyphal cell wall
gene=dnaK_2	GO:0051082	unfolded protein binding
gene=dnaK_2	GO:0042277	peptide binding
gene=dnaK_2	GO:0016887	ATP hydrolysis activity
gene=dnaK_2	GO:0005634	nucleus
gene=dnaK_2	GO:0005886	plasma membrane
gene=dnaK_2	GO:0042026	protein refolding
gene=dnaK_2	GO:0016020	membrane
gene=dnaK_2	GO:0015833	peptide transport
gene=dnaK_2	GO:0005829	cytosol
gene=gtaB	GO:0006011	UDP-glucose metabolic process
gene=gtaB	GO:0009246	enterobacterial common antigen biosynthetic process
gene=gtaB	GO:0003983	UTP:glucose-1-phosphate uridylyltransferase activity
gene=yokD	GO:0046677	response to antibiotic
gene=yokD	GO:0046353	aminoglycoside 3-N-acetyltransferase activity
gene=dksA	GO:0008270	zinc ion binding
gene=psbD1	GO:0016021	integral component of membrane
gene=psbD1	GO:0005506	iron ion binding
gene=psbD1	GO:0016168	chlorophyll binding
gene=psbD1	GO:0009523	photosystem II
gene=psbD1	GO:0009772	photosynthetic electron transport in photosystem II
gene=psbD1	GO:0010242	oxygen evolving activity
gene=psbD1	GO:0031676	plasma membrane-derived thylakoid membrane
gene=psbD1	GO:0045156	electron transporter, transferring electrons within the cyclic electron transport pathway of photosynthesis activity
gene=psbD1	GO:0018298	protein-chromophore linkage
gene=purB	GO:0070626	(S)-2-(5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido) succinate lyase (fumarate-forming) activity
gene=purB	GO:0006189	'de novo' IMP biosynthetic process
gene=purB	GO:0044208	'de novo' AMP biosynthetic process
gene=purB	GO:0004018	N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity
gene=purB	GO:0005829	cytosol
gene=rarA	GO:0016887	ATP hydrolysis activity
gene=rarA	GO:0006260	DNA replication
gene=rarA	GO:0003677	DNA binding
gene=rarA	GO:0039693	viral DNA genome replication
gene=rarA	GO:0005524	ATP binding
gene=ftsH	GO:0016021	integral component of membrane
gene=ftsH	GO:0030163	protein catabolic process
gene=ftsH	GO:0004176	ATP-dependent peptidase activity
gene=ftsH	GO:0004222	metalloendopeptidase activity
gene=ftsH	GO:0016887	ATP hydrolysis activity
gene=ftsH	GO:0005886	plasma membrane
gene=ftsH	GO:0005524	ATP binding
gene=ftsH	GO:0008270	zinc ion binding
gene=rsh	GO:0015970	guanosine tetraphosphate biosynthetic process
gene=rsh	GO:0008893	guanosine-3',5'-bis(diphosphate) 3'-diphosphatase activity
gene=dnaJ_2	GO:0051082	unfolded protein binding
gene=dnaJ_2	GO:0140453	protein aggregate center
gene=dnaJ_2	GO:0030544	Hsp70 protein binding
gene=dnaJ_2	GO:0051085	chaperone cofactor-dependent protein refolding
gene=dnaJ_2	GO:0005634	nucleus
gene=dnaJ_2	GO:0002183	cytoplasmic translational initiation
gene=dnaJ_2	GO:0051087	chaperone binding
gene=dnaJ_2	GO:0005829	cytosol
gene=dnaJ_2	GO:0006413	translational initiation
gene=thf1	GO:0010207	photosystem II assembly
gene=pgdS	GO:0004175	endopeptidase activity
gene=pgdS	GO:0003796	lysozyme activity
gene=pgdS	GO:0008234	cysteine-type peptidase activity
gene=fcl	GO:0050577	GDP-L-fucose synthase activity
gene=fcl	GO:0042351	'de novo' GDP-L-fucose biosynthetic process
gene=fcl	GO:0016853	isomerase activity
gene=pstI	GO:0004252	serine-type endopeptidase activity
gene=pstI	GO:0005576	extracellular region
gene=dck	GO:0004136	deoxyadenosine kinase activity
gene=dck	GO:0019136	deoxynucleoside kinase activity
gene=dck	GO:0004137	deoxycytidine kinase activity
gene=dck	GO:0005737	cytoplasm
gene=dck	GO:0005524	ATP binding
protein=Modification	GO:0009307	DNA restriction-modification system
protein=Modification	GO:0008170	N-methyltransferase activity
protein=Modification	GO:0009007	site-specific DNA-methyltransferase (adenine-specific) activity
protein=Modification	GO:0003677	DNA binding
gene=queE_2	GO:1904047	S-adenosyl-L-methionine binding
gene=queE_2	GO:0008616	queuosine biosynthetic process
gene=queE_2	GO:0000287	magnesium ion binding
gene=queE_2	GO:0016840	carbon-nitrogen lyase activity
gene=queE_2	GO:0051539	4 iron, 4 sulfur cluster binding
gene=cwlC	GO:0042742	defense response to bacterium
gene=cwlC	GO:0008745	N-acetylmuramoyl-L-alanine amidase activity
gene=cwlC	GO:0019835	cytolysis
gene=cwlC	GO:0009253	peptidoglycan catabolic process
gene=cwlC	GO:0030430	host cell cytoplasm
gene=cwlC	GO:0046729	viral procapsid
gene=engB	GO:0003924	GTPase activity
gene=engB	GO:0015031	protein transport
gene=engB	GO:0016020	membrane
gene=engB	GO:0020002	host cell plasma membrane
gene=engB	GO:0005525	GTP binding
gene=amiD	GO:0019867	outer membrane
gene=amiD	GO:0008745	N-acetylmuramoyl-L-alanine amidase activity
gene=amiD	GO:0009254	peptidoglycan turnover
gene=amiD	GO:0009253	peptidoglycan catabolic process
gene=amiD	GO:0009279	cell outer membrane
gene=amiD	GO:0009392	N-acetyl-anhydromuramoyl-L-alanine amidase activity
gene=amiD	GO:0071555	cell wall organization
gene=amiD	GO:0008270	zinc ion binding
gene=ctx	GO:0005576	extracellular region
gene=ctx	GO:0090729	toxin activity
gene=gpFI	GO:0098027	virus tail, sheath
gene=gpFI	GO:0030430	host cell cytoplasm
gene=gpFI	GO:0099000	viral genome ejection through host cell envelope, contractile tail mechanism
gene=yorK	GO:0006310	DNA recombination
gene=yorK	GO:0006281	DNA repair
