gene_id	ko	pathway
gene=glnII	ko00910	Nitrogen metabolism [PATH:ko00910]
gene=glnII	ko00250	Alanine, aspartate and glutamate metabolism [PATH:ko00250]
gene=glnII	ko00220	Arginine biosynthesis [PATH:ko00220]
gene=glnII	ko02020	Two-component system [PATH:ko02020]
gene=glnII	ko04217	Necroptosis [PATH:ko04217]
gene=glnII	ko04724	Glutamatergic synapse [PATH:ko04724]
gene=glnII	ko04727	GABAergic synapse [PATH:ko04727]
gene=glnII	ko04147	Exosome [BR:ko04147]
gene=mdtI	ko02000	Transporters [BR:ko02000]
gene=ghrA	ko00620	Pyruvate metabolism [PATH:ko00620]
gene=ghrA	ko00630	Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
gene=ghrA	ko00260	Glycine, serine and threonine metabolism [PATH:ko00260]
gene=sodF1_1	ko04013	MAPK signaling pathway - fly [PATH:ko04013]
gene=sodF1_1	ko04068	FoxO signaling pathway [PATH:ko04068]
gene=sodF1_1	ko04146	Peroxisome [PATH:ko04146]
gene=sodF1_1	ko04211	Longevity regulating pathway [PATH:ko04211]
gene=sodF1_1	ko04212	Longevity regulating pathway - worm [PATH:ko04212]
gene=sodF1_1	ko04213	Longevity regulating pathway - multiple species [PATH:ko04213]
gene=sodF1_1	ko05208	Chemical carcinogenesis - reactive oxygen species [PATH:ko05208]
gene=sodF1_1	ko05016	Huntington disease [PATH:ko05016]
gene=sodF1_1	ko05417	Lipid and atherosclerosis [PATH:ko05417]
gene=thcA_2	ko00010	Glycolysis / Gluconeogenesis [PATH:ko00010]
gene=thcA_2	ko00620	Pyruvate metabolism [PATH:ko00620]
gene=ompR_6	ko02020	Two-component system [PATH:ko02020]
gene=ompR_6	ko02026	Biofilm formation - Escherichia coli [PATH:ko02026]
gene=ompR_6	ko02022	Two-component system [BR:ko02022]
gene=acnA	ko00020	Citrate cycle (TCA cycle) [PATH:ko00020]
gene=acnA	ko00630	Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
gene=acnA	ko00720	Carbon fixation pathways in prokaryotes [PATH:ko00720]
gene=ecfT_1	ko02010	ABC transporters [PATH:ko02010]
gene=ecfT_1	ko02000	Transporters [BR:ko02000]
gene=traG_1	ko03070	Bacterial secretion system [PATH:ko03070]
gene=traG_1	ko02044	Secretion system [BR:ko02044]
gene=grsB_10	ko00300	Lysine biosynthesis [PATH:ko00300]
gene=yfeO	99977	Transport
gene=solA	99980	Enzymes with EC numbers
gene=deoD	ko00230	Purine metabolism [PATH:ko00230]
gene=deoD	ko00760	Nicotinate and nicotinamide metabolism [PATH:ko00760]
gene=pflA_1	99980	Enzymes with EC numbers
gene=wecB_5	ko00520	Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
gene=wecB_5	ko00541	O-Antigen nucleotide sugar biosynthesis [PATH:ko00541]
gene=wecB_5	ko02020	Two-component system [PATH:ko02020]
gene=wecB_5	ko05111	Biofilm formation - Vibrio cholerae [PATH:ko05111]
gene=cycM	ko00190	Oxidative phosphorylation [PATH:ko00190]
gene=cycM	ko02020	Two-component system [PATH:ko02020]
gene=cycM	ko04210	Apoptosis [PATH:ko04210]
gene=cycM	ko04214	Apoptosis - fly [PATH:ko04214]
gene=cycM	ko04215	Apoptosis - multiple species [PATH:ko04215]
gene=cycM	ko04115	p53 signaling pathway [PATH:ko04115]
gene=cycM	ko05200	Pathways in cancer [PATH:ko05200]
gene=cycM	ko05210	Colorectal cancer [PATH:ko05210]
gene=cycM	ko05222	Small cell lung cancer [PATH:ko05222]
gene=cycM	ko05170	Human immunodeficiency virus 1 infection [PATH:ko05170]
gene=cycM	ko05161	Hepatitis B [PATH:ko05161]
gene=cycM	ko05160	Hepatitis C [PATH:ko05160]
gene=cycM	ko05164	Influenza A [PATH:ko05164]
gene=cycM	ko05162	Measles [PATH:ko05162]
gene=cycM	ko05168	Herpes simplex virus 1 infection [PATH:ko05168]
gene=cycM	ko05163	Human cytomegalovirus infection [PATH:ko05163]
gene=cycM	ko05167	Kaposi sarcoma-associated herpesvirus infection [PATH:ko05167]
gene=cycM	ko05169	Epstein-Barr virus infection [PATH:ko05169]
gene=cycM	ko05130	Pathogenic Escherichia coli infection [PATH:ko05130]
gene=cycM	ko05132	Salmonella infection [PATH:ko05132]
gene=cycM	ko05131	Shigellosis [PATH:ko05131]
gene=cycM	ko05134	Legionellosis [PATH:ko05134]
gene=cycM	ko05152	Tuberculosis [PATH:ko05152]
gene=cycM	ko05145	Toxoplasmosis [PATH:ko05145]
gene=cycM	ko05010	Alzheimer disease [PATH:ko05010]
gene=cycM	ko05012	Parkinson disease [PATH:ko05012]
gene=cycM	ko05014	Amyotrophic lateral sclerosis [PATH:ko05014]
gene=cycM	ko05016	Huntington disease [PATH:ko05016]
gene=cycM	ko05017	Spinocerebellar ataxia [PATH:ko05017]
gene=cycM	ko05020	Prion disease [PATH:ko05020]
gene=cycM	ko05022	Pathways of neurodegeneration - multiple diseases [PATH:ko05022]
gene=cycM	ko05417	Lipid and atherosclerosis [PATH:ko05417]
gene=cycM	ko05416	Viral myocarditis [PATH:ko05416]
gene=cycM	ko04932	Non-alcoholic fatty liver disease [PATH:ko04932]
gene=cycM	ko01524	Platinum drug resistance [PATH:ko01524]
gene=cbiC	ko00860	Porphyrin metabolism [PATH:ko00860]
gene=uvrB	ko03420	Nucleotide excision repair [PATH:ko03420]
gene=uvrB	ko03400	DNA repair and recombination proteins [BR:ko03400]
gene=hpnR	ko00860	Porphyrin metabolism [PATH:ko00860]
gene=tsaB	ko03016	Transfer RNA biogenesis [BR:ko03016]
gene=hisE	ko00340	Histidine metabolism [PATH:ko00340]
protein=putative	ko01004	Lipid biosynthesis proteins [BR:ko01004]
gene=bamA_2	ko03029	Mitochondrial biogenesis [BR:ko03029]
gene=bamA_2	ko02000	Transporters [BR:ko02000]
gene=ywqF_1	ko00040	Pentose and glucuronate interconversions [PATH:ko00040]
gene=ywqF_1	ko00053	Ascorbate and aldarate metabolism [PATH:ko00053]
gene=ywqF_1	ko00520	Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
gene=ywqF_1	ko00541	O-Antigen nucleotide sugar biosynthesis [PATH:ko00541]
gene=marA	ko01503	Cationic antimicrobial peptide (CAMP) resistance [PATH:ko01503]
gene=marA	ko03000	Transcription factors [BR:ko03000]
gene=marA	ko01504	Antimicrobial resistance genes [BR:ko01504]
gene=tag	ko03410	Base excision repair [PATH:ko03410]
gene=tag	ko03400	DNA repair and recombination proteins [BR:ko03400]
gene=pgtC_3	ko02020	Two-component system [PATH:ko02020]
gene=mtnP	ko00270	Cysteine and methionine metabolism [PATH:ko00270]
gene=higA-2	ko03000	Transcription factors [BR:ko03000]
gene=hpcH_3	ko00350	Tyrosine metabolism [PATH:ko00350]
gene=fbaB_1	ko00010	Glycolysis / Gluconeogenesis [PATH:ko00010]
gene=fbaB_1	ko00030	Pentose phosphate pathway [PATH:ko00030]
gene=fbaB_1	ko00051	Fructose and mannose metabolism [PATH:ko00051]
gene=fbaB_1	ko00710	Carbon fixation in photosynthetic organisms [PATH:ko00710]
gene=fbaB_1	ko00680	Methane metabolism [PATH:ko00680]
gene=cyaA_15	ko00230	Purine metabolism [PATH:ko00230]
gene=cyaA_15	ko04113	Meiosis - yeast [PATH:ko04113]
gene=cyaA_15	ko02025	Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]
gene=cyaA_15	ko04213	Longevity regulating pathway - multiple species [PATH:ko04213]
gene=pupA_5	ko02000	Transporters [BR:ko02000]
gene=fecE_1	ko02000	Transporters [BR:ko02000]
gene=silP_2	ko04016	MAPK signaling pathway - plant [PATH:ko04016]
gene=silP_2	ko04978	Mineral absorption [PATH:ko04978]
gene=silP_2	ko01524	Platinum drug resistance [PATH:ko01524]
gene=yjbI	99996	General function prediction only
gene=qseB_1	ko02022	Two-component system [BR:ko02022]
gene=glnH_3	ko02000	Transporters [BR:ko02000]
gene=alkB_2	ko03400	DNA repair and recombination proteins [BR:ko03400]
gene=aroK	ko00400	Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]
gene=torA	ko00680	Methane metabolism [PATH:ko00680]
gene=torA	ko02020	Two-component system [PATH:ko02020]
gene=torA	ko02000	Transporters [BR:ko02000]
gene=xerC_4	ko03036	Chromosome and associated proteins [BR:ko03036]
gene=phnA_1	ko00405	Phenazine biosynthesis [PATH:ko00405]
gene=phnA_1	ko02024	Quorum sensing [PATH:ko02024]
gene=aidB_1	99983	Lipid metabolism
gene=prsA3_3	99980	Enzymes with EC numbers
gene=bglK_7	99980	Enzymes with EC numbers
gene=clpP	ko04112	Cell cycle - Caulobacter [PATH:ko04112]
gene=clpP	ko04212	Longevity regulating pathway - worm [PATH:ko04212]
gene=clpP	ko01002	Peptidases and inhibitors [BR:ko01002]
gene=pdh	ko00280	Valine, leucine and isoleucine degradation [PATH:ko00280]
gene=pdh	ko00290	Valine, leucine and isoleucine biosynthesis [PATH:ko00290]
gene=guaB_1	ko00230	Purine metabolism [PATH:ko00230]
gene=guaB_1	ko00983	Drug metabolism - other enzymes [PATH:ko00983]
gene=guaB_1	ko04147	Exosome [BR:ko04147]
gene=lytR_6	ko00552	Teichoic acid biosynthesis [PATH:ko00552]
protein=Acetyltransferase	99999	Others
gene=stp_27	99996	General function prediction only
gene=moaE1_2	ko00790	Folate biosynthesis [PATH:ko00790]
gene=moaE1_2	ko04122	Sulfur relay system [PATH:ko04122]
gene=nhoA_7	99980	Enzymes with EC numbers
gene=rocC_3	ko02000	Transporters [BR:ko02000]
gene=bioF2	ko00780	Biotin metabolism [PATH:ko00780]
gene=bioF2	ko01007	Amino acid related enzymes [BR:ko01007]
gene=occM_2	ko02000	Transporters [BR:ko02000]
gene=ybjI_2	ko00740	Riboflavin metabolism [PATH:ko00740]
gene=cheY_1	ko02020	Two-component system [PATH:ko02020]
gene=cheY_1	ko02030	Bacterial chemotaxis [PATH:ko02030]
gene=cheY_1	ko02022	Two-component system [BR:ko02022]
gene=cheY_1	ko02035	Bacterial motility proteins [BR:ko02035]
gene=cpcF	ko00196	Photosynthesis - antenna proteins [PATH:ko00196]
gene=cpcF	ko00194	Photosynthesis proteins [BR:ko00194]
gene=clsA_3	ko00564	Glycerophospholipid metabolism [PATH:ko00564]
protein=Lactate	99980	Enzymes with EC numbers
gene=capC	99992	Structural proteins
gene=tyrR_4	ko03000	Transcription factors [BR:ko03000]
gene=phaA_2	ko00620	Pyruvate metabolism [PATH:ko00620]
gene=phaA_2	ko00630	Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
gene=phaA_2	ko00650	Butanoate metabolism [PATH:ko00650]
gene=phaA_2	ko00720	Carbon fixation pathways in prokaryotes [PATH:ko00720]
gene=phaA_2	ko00071	Fatty acid degradation [PATH:ko00071]
gene=phaA_2	ko00280	Valine, leucine and isoleucine degradation [PATH:ko00280]
gene=phaA_2	ko00310	Lysine degradation [PATH:ko00310]
gene=phaA_2	ko00380	Tryptophan metabolism [PATH:ko00380]
gene=phaA_2	ko00900	Terpenoid backbone biosynthesis [PATH:ko00900]
gene=phaA_2	ko00362	Benzoate degradation [PATH:ko00362]
gene=phaA_2	ko02020	Two-component system [PATH:ko02020]
gene=phaA_2	ko04975	Fat digestion and absorption [PATH:ko04975]
gene=phaA_2	ko04147	Exosome [BR:ko04147]
gene=ssuA	ko00920	Sulfur metabolism [PATH:ko00920]
gene=ssuA	ko02010	ABC transporters [PATH:ko02010]
gene=ssuA	ko02000	Transporters [BR:ko02000]
gene=plcN_3	ko00562	Inositol phosphate metabolism [PATH:ko00562]
gene=plcN_3	ko00564	Glycerophospholipid metabolism [PATH:ko00564]
gene=plcN_3	ko00565	Ether lipid metabolism [PATH:ko00565]
gene=plcN_3	ko02024	Quorum sensing [PATH:ko02024]
gene=plcN_3	ko04919	Thyroid hormone signaling pathway [PATH:ko04919]
gene=plcN_3	ko02042	Bacterial toxins [BR:ko02042]
gene=scrK_4	ko00051	Fructose and mannose metabolism [PATH:ko00051]
gene=scrK_4	ko00500	Starch and sucrose metabolism [PATH:ko00500]
gene=scrK_4	ko00520	Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
gene=mntB	ko02000	Transporters [BR:ko02000]
gene=guaC	ko00230	Purine metabolism [PATH:ko00230]
gene=cpsD	ko02044	Secretion system [BR:ko02044]
gene=galT_1	ko00052	Galactose metabolism [PATH:ko00052]
gene=galT_1	ko00520	Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
gene=galT_1	ko04917	Prolactin signaling pathway [PATH:ko04917]
gene=parC	ko03032	DNA replication proteins [BR:ko03032]
gene=parC	ko03036	Chromosome and associated proteins [BR:ko03036]
gene=parC	ko02048	Prokaryotic defense system [BR:ko02048]
gene=hssR_1	ko02022	Two-component system [BR:ko02022]
gene=yydI	ko02010	ABC transporters [PATH:ko02010]
gene=yydI	ko02000	Transporters [BR:ko02000]
gene=rfbD_2	ko00541	O-Antigen nucleotide sugar biosynthesis [PATH:ko00541]
gene=rfbD_2	ko00523	Polyketide sugar unit biosynthesis [PATH:ko00523]
gene=rfbD_2	ko00521	Streptomycin biosynthesis [PATH:ko00521]
gene=fabH_2	ko00061	Fatty acid biosynthesis [PATH:ko00061]
gene=fabH_2	ko01004	Lipid biosynthesis proteins [BR:ko01004]
gene=sdhB	ko00020	Citrate cycle (TCA cycle) [PATH:ko00020]
gene=sdhB	ko00650	Butanoate metabolism [PATH:ko00650]
gene=sdhB	ko00190	Oxidative phosphorylation [PATH:ko00190]
gene=sdhB	ko00720	Carbon fixation pathways in prokaryotes [PATH:ko00720]
gene=tar	ko02020	Two-component system [PATH:ko02020]
gene=tar	ko02030	Bacterial chemotaxis [PATH:ko02030]
gene=tar	ko02035	Bacterial motility proteins [BR:ko02035]
gene=nagL_2	ko00480	Glutathione metabolism [PATH:ko00480]
gene=nagL_2	ko00980	Metabolism of xenobiotics by cytochrome P450 [PATH:ko00980]
gene=nagL_2	ko00982	Drug metabolism - cytochrome P450 [PATH:ko00982]
gene=nagL_2	ko00983	Drug metabolism - other enzymes [PATH:ko00983]
gene=nagL_2	ko04212	Longevity regulating pathway - worm [PATH:ko04212]
gene=nagL_2	ko05200	Pathways in cancer [PATH:ko05200]
gene=nagL_2	ko05204	Chemical carcinogenesis - DNA adducts [PATH:ko05204]
gene=nagL_2	ko05207	Chemical carcinogenesis - receptor activation [PATH:ko05207]
gene=nagL_2	ko05208	Chemical carcinogenesis - reactive oxygen species [PATH:ko05208]
gene=nagL_2	ko05225	Hepatocellular carcinoma [PATH:ko05225]
gene=nagL_2	ko05418	Fluid shear stress and atherosclerosis [PATH:ko05418]
gene=nagL_2	ko01524	Platinum drug resistance [PATH:ko01524]
gene=nagL_2	ko02000	Transporters [BR:ko02000]
gene=hemA_4	ko00260	Glycine, serine and threonine metabolism [PATH:ko00260]
gene=hemA_4	ko00860	Porphyrin metabolism [PATH:ko00860]
gene=hemA_4	ko01007	Amino acid related enzymes [BR:ko01007]
gene=ruvA	ko03440	Homologous recombination [PATH:ko03440]
gene=ruvA	ko03400	DNA repair and recombination proteins [BR:ko03400]
gene=glmS_1	ko00680	Methane metabolism [PATH:ko00680]
gene=pepT_3	ko01002	Peptidases and inhibitors [BR:ko01002]
gene=radA	ko03400	DNA repair and recombination proteins [BR:ko03400]
gene=cbiT	ko00860	Porphyrin metabolism [PATH:ko00860]
protein=Cytochrome	ko00199	Cytochrome P450 [BR:ko00199]
gene=yvoA_6	ko03000	Transcription factors [BR:ko03000]
gene=parA_2	ko03036	Chromosome and associated proteins [BR:ko03036]
gene=parA_2	ko04812	Cytoskeleton proteins [BR:ko04812]
gene=gshA	ko00270	Cysteine and methionine metabolism [PATH:ko00270]
gene=gshA	ko00480	Glutathione metabolism [PATH:ko00480]
gene=proW_2	ko02010	ABC transporters [PATH:ko02010]
gene=proW_2	ko02000	Transporters [BR:ko02000]
gene=nhaP_4	99977	Transport
gene=pdxK	ko00750	Vitamin B6 metabolism [PATH:ko00750]
gene=glgP_2	ko00500	Starch and sucrose metabolism [PATH:ko00500]
gene=glgP_2	ko04217	Necroptosis [PATH:ko04217]
gene=glgP_2	ko02026	Biofilm formation - Escherichia coli [PATH:ko02026]
gene=glgP_2	ko04910	Insulin signaling pathway [PATH:ko04910]
gene=glgP_2	ko04922	Glucagon signaling pathway [PATH:ko04922]
gene=glgP_2	ko04931	Insulin resistance [PATH:ko04931]
gene=tcyB_4	ko02000	Transporters [BR:ko02000]
gene=hepT_1	ko00900	Terpenoid backbone biosynthesis [PATH:ko00900]
gene=hepT_1	ko01006	Prenyltransferases [BR:ko01006]
gene=nanC_2	ko02000	Transporters [BR:ko02000]
gene=mhpA_1	ko00360	Phenylalanine metabolism [PATH:ko00360]
gene=pfeS_3	ko02020	Two-component system [PATH:ko02020]
gene=pfeS_3	ko01001	Protein kinases [BR:ko01001]
gene=pfeS_3	ko02022	Two-component system [BR:ko02022]
gene=aroL	ko00400	Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]
gene=nikD	ko02010	ABC transporters [PATH:ko02010]
gene=nikD	ko02000	Transporters [BR:ko02000]
gene=flgG_1	ko02040	Flagellar assembly [PATH:ko02040]
gene=flgG_1	ko02035	Bacterial motility proteins [BR:ko02035]
gene=gap2	ko00010	Glycolysis / Gluconeogenesis [PATH:ko00010]
gene=gap2	ko00710	Carbon fixation in photosynthetic organisms [PATH:ko00710]
gene=gap2	ko04066	HIF-1 signaling pathway [PATH:ko04066]
gene=gap2	ko05130	Pathogenic Escherichia coli infection [PATH:ko05130]
gene=gap2	ko05132	Salmonella infection [PATH:ko05132]
gene=gap2	ko05010	Alzheimer disease [PATH:ko05010]
gene=gap2	ko05415	Diabetic cardiomyopathy [PATH:ko05415]
gene=gap2	ko04131	Membrane trafficking [BR:ko04131]
gene=gap2	ko04147	Exosome [BR:ko04147]
gene=potF_1	ko02010	ABC transporters [PATH:ko02010]
gene=potF_1	ko02000	Transporters [BR:ko02000]
gene=rhlE_5	ko03018	RNA degradation [PATH:ko03018]
gene=rhlE_5	ko03019	Messenger RNA biogenesis [BR:ko03019]
gene=yknW	ko02000	Transporters [BR:ko02000]
gene=sixA	99980	Enzymes with EC numbers
gene=ptlI_2	ko00199	Cytochrome P450 [BR:ko00199]
gene=nhaS1	99977	Transport
gene=surA	ko03110	Chaperones and folding catalysts [BR:ko03110]
gene=pepQ_2	ko01002	Peptidases and inhibitors [BR:ko01002]
gene=pflA_4	99980	Enzymes with EC numbers
gene=hlyB_1	ko02000	Transporters [BR:ko02000]
gene=vgrG1_18	ko03070	Bacterial secretion system [PATH:ko03070]
gene=vgrG1_18	ko02044	Secretion system [BR:ko02044]
gene=acrC_5	ko00071	Fatty acid degradation [PATH:ko00071]
gene=acrC_5	ko00280	Valine, leucine and isoleucine degradation [PATH:ko00280]
gene=acrC_5	ko03320	PPAR signaling pathway [PATH:ko03320]
gene=acrC_5	ko04936	Alcoholic liver disease [PATH:ko04936]
gene=gudP	ko02000	Transporters [BR:ko02000]
gene=yycB_3	ko02000	Transporters [BR:ko02000]
protein=Nitrilase	ko00910	Nitrogen metabolism [PATH:ko00910]
protein=Nitrilase	ko00380	Tryptophan metabolism [PATH:ko00380]
protein=Nitrilase	ko00460	Cyanoamino acid metabolism [PATH:ko00460]
protein=Nitrilase	ko00627	Aminobenzoate degradation [PATH:ko00627]
protein=Nitrilase	ko00643	Styrene degradation [PATH:ko00643]
gene=bauD_2	ko02000	Transporters [BR:ko02000]
gene=aroH_1	ko00400	Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]
gene=aroH_1	ko02024	Quorum sensing [PATH:ko02024]
gene=hadL_2	99996	General function prediction only
gene=exoA_2	ko03410	Base excision repair [PATH:ko03410]
gene=exoA_2	ko03400	DNA repair and recombination proteins [BR:ko03400]
gene=rex_2	ko03000	Transcription factors [BR:ko03000]
gene=nqrB_2	99980	Enzymes with EC numbers
gene=yedW_2	ko01001	Protein kinases [BR:ko01001]
gene=yedW_2	ko02022	Two-component system [BR:ko02022]
gene=comB	ko00680	Methane metabolism [PATH:ko00680]
gene=rsxC_3	99980	Enzymes with EC numbers
gene=fucA_2	ko00040	Pentose and glucuronate interconversions [PATH:ko00040]
gene=fucA_2	ko00051	Fructose and mannose metabolism [PATH:ko00051]
gene=rfbX_4	99977	Transport
gene=nrtA_2	ko02022	Two-component system [BR:ko02022]
gene=cysNC_4	ko00920	Sulfur metabolism [PATH:ko00920]
gene=cysNC_4	ko00230	Purine metabolism [PATH:ko00230]
gene=cysNC_4	ko00450	Selenocompound metabolism [PATH:ko00450]
gene=cysNC_4	ko00261	Monobactam biosynthesis [PATH:ko00261]
gene=rhtA_2	ko02000	Transporters [BR:ko02000]
gene=wbpI	ko00520	Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
gene=wbpI	ko00541	O-Antigen nucleotide sugar biosynthesis [PATH:ko00541]
gene=wbpI	ko02020	Two-component system [PATH:ko02020]
gene=wbpI	ko05111	Biofilm formation - Vibrio cholerae [PATH:ko05111]
gene=proQ	99995	Signaling proteins
gene=fadJ	ko00640	Propanoate metabolism [PATH:ko00640]
gene=fadJ	ko00650	Butanoate metabolism [PATH:ko00650]
gene=fadJ	ko00071	Fatty acid degradation [PATH:ko00071]
gene=fadJ	ko00280	Valine, leucine and isoleucine degradation [PATH:ko00280]
gene=fadJ	ko00310	Lysine degradation [PATH:ko00310]
gene=fadJ	ko00380	Tryptophan metabolism [PATH:ko00380]
gene=fadJ	ko00410	beta-Alanine metabolism [PATH:ko00410]
gene=fadJ	ko00903	Limonene and pinene degradation [PATH:ko00903]
gene=fadJ	ko00281	Geraniol degradation [PATH:ko00281]
gene=fadJ	ko00362	Benzoate degradation [PATH:ko00362]
gene=fadJ	ko00930	Caprolactam degradation [PATH:ko00930]
gene=yflS_1	99977	Transport
gene=thpA_1	ko02010	ABC transporters [PATH:ko02010]
gene=thpA_1	ko02030	Bacterial chemotaxis [PATH:ko02030]
gene=thpA_1	ko02000	Transporters [BR:ko02000]
gene=srlR	ko03000	Transcription factors [BR:ko03000]
gene=echA8_3	ko00640	Propanoate metabolism [PATH:ko00640]
gene=echA8_3	ko00650	Butanoate metabolism [PATH:ko00650]
gene=echA8_3	ko00071	Fatty acid degradation [PATH:ko00071]
gene=echA8_3	ko00280	Valine, leucine and isoleucine degradation [PATH:ko00280]
gene=echA8_3	ko00310	Lysine degradation [PATH:ko00310]
gene=echA8_3	ko00360	Phenylalanine metabolism [PATH:ko00360]
gene=echA8_3	ko00380	Tryptophan metabolism [PATH:ko00380]
gene=echA8_3	ko00410	beta-Alanine metabolism [PATH:ko00410]
gene=echA8_3	ko00903	Limonene and pinene degradation [PATH:ko00903]
gene=echA8_3	ko00281	Geraniol degradation [PATH:ko00281]
gene=echA8_3	ko00362	Benzoate degradation [PATH:ko00362]
gene=echA8_3	ko00627	Aminobenzoate degradation [PATH:ko00627]
gene=echA8_3	ko00930	Caprolactam degradation [PATH:ko00930]
gene=yhdN_10	99980	Enzymes with EC numbers
gene=coq7	ko00130	Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ko00130]
gene=acoR_2	ko03000	Transcription factors [BR:ko03000]
gene=esxK	ko05152	Tuberculosis [PATH:ko05152]
gene=rsmB	ko03009	Ribosome biogenesis [BR:ko03009]
gene=lpd	ko00010	Glycolysis / Gluconeogenesis [PATH:ko00010]
gene=lpd	ko00020	Citrate cycle (TCA cycle) [PATH:ko00020]
gene=lpd	ko00620	Pyruvate metabolism [PATH:ko00620]
gene=lpd	ko00630	Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
gene=lpd	ko00640	Propanoate metabolism [PATH:ko00640]
gene=lpd	ko00260	Glycine, serine and threonine metabolism [PATH:ko00260]
gene=lpd	ko00280	Valine, leucine and isoleucine degradation [PATH:ko00280]
gene=lpd	ko00310	Lysine degradation [PATH:ko00310]
gene=lpd	ko00380	Tryptophan metabolism [PATH:ko00380]
gene=lpd	ko04147	Exosome [BR:ko04147]
gene=phzB2_3	ko00405	Phenazine biosynthesis [PATH:ko00405]
gene=phzB2_3	ko02024	Quorum sensing [PATH:ko02024]
gene=queE_2	ko00790	Folate biosynthesis [PATH:ko00790]
gene=queE_2	ko03016	Transfer RNA biogenesis [BR:ko03016]
gene=araB_4	ko00040	Pentose and glucuronate interconversions [PATH:ko00040]
gene=trpS_2	ko00970	Aminoacyl-tRNA biosynthesis [PATH:ko00970]
gene=trpS_2	ko01007	Amino acid related enzymes [BR:ko01007]
gene=trpS_2	ko03016	Transfer RNA biogenesis [BR:ko03016]
gene=sigA_2	ko02040	Flagellar assembly [PATH:ko02040]
gene=sigA_2	ko03021	Transcription machinery [BR:ko03021]
gene=ygdG	99976	Replication and repair
gene=rnjA_1	ko03018	RNA degradation [PATH:ko03018]
gene=rnjA_1	ko03019	Messenger RNA biogenesis [BR:ko03019]
gene=doeB	ko00260	Glycine, serine and threonine metabolism [PATH:ko00260]
gene=proX_2	ko02010	ABC transporters [PATH:ko02010]
gene=proX_2	ko02000	Transporters [BR:ko02000]
gene=fpg2	ko03410	Base excision repair [PATH:ko03410]
gene=fpg2	ko03400	DNA repair and recombination proteins [BR:ko03400]
gene=ftsL	ko03036	Chromosome and associated proteins [BR:ko03036]
gene=pgk/tpi	ko00010	Glycolysis / Gluconeogenesis [PATH:ko00010]
gene=pgk/tpi	ko00710	Carbon fixation in photosynthetic organisms [PATH:ko00710]
gene=pgk/tpi	ko04066	HIF-1 signaling pathway [PATH:ko04066]
gene=pgk/tpi	ko04147	Exosome [BR:ko04147]
gene=ilvA_4	ko00260	Glycine, serine and threonine metabolism [PATH:ko00260]
gene=ilvA_4	ko00290	Valine, leucine and isoleucine biosynthesis [PATH:ko00290]
gene=ygjH	99996	General function prediction only
gene=pabA_2	ko00400	Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]
gene=pabA_2	ko00405	Phenazine biosynthesis [PATH:ko00405]
gene=pabA_2	ko02024	Quorum sensing [PATH:ko02024]
gene=pabA_2	ko02025	Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]
gene=abo_5	ko00260	Glycine, serine and threonine metabolism [PATH:ko00260]
gene=gsiD_5	ko02024	Quorum sensing [PATH:ko02024]
gene=gsiD_5	ko02000	Transporters [BR:ko02000]
gene=murI_2	ko00230	Purine metabolism [PATH:ko00230]
gene=dmlA_1	ko00630	Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
gene=dmlA_1	ko00650	Butanoate metabolism [PATH:ko00650]
gene=exo	ko00520	Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
gene=exo	ko00600	Sphingolipid metabolism [PATH:ko00600]
gene=exo	ko00513	Various types of N-glycan biosynthesis [PATH:ko00513]
gene=exo	ko00531	Glycosaminoglycan degradation [PATH:ko00531]
gene=exo	ko00603	Glycosphingolipid biosynthesis - globo and isoglobo series [PATH:ko00603]
gene=exo	ko00604	Glycosphingolipid biosynthesis - ganglio series [PATH:ko00604]
gene=exo	ko00511	Other glycan degradation [PATH:ko00511]
gene=exo	ko04142	Lysosome [PATH:ko04142]
gene=exo	ko03110	Chaperones and folding catalysts [BR:ko03110]
gene=proC_1	ko00330	Arginine and proline metabolism [PATH:ko00330]
gene=pfeA_4	ko02020	Two-component system [PATH:ko02020]
gene=pfeA_4	ko02000	Transporters [BR:ko02000]
gene=ldh1_3	ko00020	Citrate cycle (TCA cycle) [PATH:ko00020]
gene=ldh1_3	ko00620	Pyruvate metabolism [PATH:ko00620]
gene=ldh1_3	ko00630	Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
gene=ldh1_3	ko00710	Carbon fixation in photosynthetic organisms [PATH:ko00710]
gene=ldh1_3	ko00720	Carbon fixation pathways in prokaryotes [PATH:ko00720]
